age_CE,TON01AR_raw,TON01BR_raw,TON02AR_raw,TON02BR_raw,TON03AR_raw,TON03BR_raw,TON04AR_raw,TON04BR_raw,TON05AR_raw,TON05BR_raw,TON06AR_raw,TON06BR_raw,TON07AR_raw,TON07BR_raw,TON08AR_raw,TON08BR_raw,TON09AR_raw,TON09BR_raw,TON10AR_raw,TON10BR_raw,TON11AR_raw,TON11BR_raw,TON12AR_raw,TON12BR_raw,TON13AR_raw,TON13BR_raw,TON14AR_raw,TON14BR_raw,TON15AR_raw,TON15BR_raw,TON16AR_raw,TON16BR_raw,TON17AR_raw,TON17BR_raw,TON18AR_raw,TON18BR_raw,TON19AR_raw,TON19BR_raw,TON20AR_raw,TON20BR_raw,TON01AR_raw_outlier_flag,TON01BR_raw_outlier_flag,TON02AR_raw_outlier_flag,TON02BR_raw_outlier_flag,TON03AR_raw_outlier_flag,TON03BR_raw_outlier_flag,TON04AR_raw_outlier_flag,TON04BR_raw_outlier_flag,TON05AR_raw_outlier_flag,TON05BR_raw_outlier_flag,TON06AR_raw_outlier_flag,TON06BR_raw_outlier_flag,TON07AR_raw_outlier_flag,TON07BR_raw_outlier_flag,TON08AR_raw_outlier_flag,TON08BR_raw_outlier_flag,TON09AR_raw_outlier_flag,TON09BR_raw_outlier_flag,TON10AR_raw_outlier_flag,TON10BR_raw_outlier_flag,TON11AR_raw_outlier_flag,TON11BR_raw_outlier_flag,TON12AR_raw_outlier_flag,TON12BR_raw_outlier_flag,TON13AR_raw_outlier_flag,TON13BR_raw_outlier_flag,TON14AR_raw_outlier_flag,TON14BR_raw_outlier_flag,TON15AR_raw_outlier_flag,TON15BR_raw_outlier_flag,TON16AR_raw_outlier_flag,TON16BR_raw_outlier_flag,TON17AR_raw_outlier_flag,TON17BR_raw_outlier_flag,TON18AR_raw_outlier_flag,TON18BR_raw_outlier_flag,TON19AR_raw_outlier_flag,TON19BR_raw_outlier_flag,TON20AR_raw_outlier_flag,TON20BR_raw_outlier_flag
1955,3.91,3.409,6.08,6.206,2.945,2.983,1.644,NA,7.887,6.071,3.027,3.025,NA,NA,NA,NA,1.621,2.412,NA,NA,2.721,2.412,5.358,4.033,NA,NA,NA,NA,4.81,3.49,6.1,2.429,1.678,1.384,2.795,2.344,2.843,3.1,4.28,4.932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,5.527,4.188,7.29,8.031,4.279,4.013,1.881,NA,10.49,7.699,3.98,4.099,NA,NA,NA,NA,1.957,2.38,NA,NA,2.941,3.271,5.709,3.761,NA,NA,NA,NA,5.268,3.553,7.22,3.186,3.898,2.427,3.083,2.608,4.902,3.58,4.471,6.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,4.061,2.144,5.541,8.123,2.617,2.158,1.406,NA,8.144,5.199,2.581,2.827,NA,NA,NA,NA,1.243,1.581,NA,NA,2.458,2.739,5.067,3.296,NA,NA,NA,NA,3.037,2.64,4.942,2.689,4.17,3.409,2.522,1.729,5.32,2.517,4.071,4.503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,5.738,4.245,8.236,9.798,4.573,3.957,2.279,1.181,11.407,6.542,4.566,4.01,NA,NA,NA,NA,2.581,3.226,NA,NA,3.858,4.303,6.126,4.613,NA,NA,NA,NA,4.516,3.181,6.708,3.345,4.978,5.585,4.411,3.53,10.28,4.964,5.784,6.816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1959,3.007,2.674,6.636,6.435,2.555,1.639,1.202,0.635,8.073,5.753,3.427,2.69,NA,NA,NA,NA,1.332,3.218,NA,NA,2.07,2.952,4.488,3.15,NA,NA,NA,NA,2.765,1.804,5.461,3.197,2.124,2.036,2.056,1.764,6.497,3.905,3.436,3.825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,2.373,1.596,4.376,4.271,2.296,1.696,1.627,1.146,4.981,2.451,2.766,2.481,NA,NA,NA,NA,1.191,2.109,NA,NA,1.209,2.189,3.952,2.921,NA,NA,NA,NA,2.789,1.977,3.339,1.89,2.55,2.601,1.545,1.02,4.019,2.937,2.418,2.164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,1.865,2.133,3.325,4.954,1.838,1.218,1.425,0.832,3.719,2.333,1.886,1.882,NA,NA,NA,NA,0.561,1.473,NA,NA,1.193,1.921,3.348,2.799,NA,NA,NA,NA,3.322,2.219,3.479,1.029,1.882,2.154,1.002,0.848,3.17,1.806,2.063,2.239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,2.009,2.054,6.458,6.859,2.015,1.747,0.906,0.576,8.034,4.805,1.687,2.209,NA,NA,NA,NA,0.329,1.599,NA,NA,1.66,2.139,4.68,2.747,NA,NA,NA,NA,8.255,3.392,2.238,0.502,2.088,2.261,1.41,1.143,4.564,1.977,3.371,3.006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,5.002,4.623,8.91,7.953,3.991,2.69,1.644,1.356,4.936,2.967,3.581,3.052,NA,NA,NA,NA,0.951,2.412,NA,NA,3.461,4.1,5.553,4.479,NA,NA,NA,NA,10.858,7.6,5.182,1.949,4.167,5.03,2.239,2.178,5.382,2.874,3.492,3.197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,2.277,3.061,8.902,6.847,3.691,2.683,2.101,2.118,6.496,2.684,3.139,2.526,NA,NA,NA,NA,0.922,1.984,NA,NA,2.838,3.431,4.481,4.029,NA,NA,NA,NA,6.919,7.68,5.393,3.502,4.52,4.362,1.744,1.646,4.285,2.545,2.941,3.276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,3.526,3.657,7.925,6.977,4.118,4.039,2.702,2.748,11.003,5.574,3.251,2.78,NA,NA,NA,NA,1.353,2.114,1.463,NA,4.686,4.19,3.19,3.623,NA,NA,NA,NA,8.634,6.535,2.99,5.016,4.706,4.21,3.346,2.894,5.459,3.231,3.767,5.293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,3.042,2.442,4.736,4.817,2.635,3.764,1.987,1.629,10.046,6.142,2.288,1.693,NA,NA,NA,NA,0.977,1.148,1.633,NA,2.498,2.234,2.477,3.304,NA,NA,NA,1.692,5.2,2.983,1.902,6.77,2.444,3.099,2.044,1.573,4.05,1.57,2.481,3.597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,4.961,3.571,6.941,4.722,5.512,5.17,3.476,2.521,12.338,7.016,4.15,2.651,NA,NA,NA,NA,1.621,1.596,2.506,NA,3.44,2.571,3.354,4.924,NA,NA,NA,3.573,7.576,3.186,3.025,6.369,5.016,4.527,3.71,3.348,6.803,3.589,3.309,4.316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,3.327,2.419,5.104,4.495,4.533,4.689,1.882,1.991,11.305,6.794,3.048,1.683,NA,NA,NA,NA,1.178,1.363,2.29,NA,3.085,2.737,3.73,5.329,NA,3.576,NA,4.514,5.167,2.76,2.547,5.125,3.392,3.077,2.638,2.224,6.117,4.053,2.818,4.564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,3.888,3.812,4.769,4.277,4.858,4.638,2.734,3.244,7.979,6.796,3.705,2.495,NA,NA,NA,NA,2.065,2.139,3.489,NA,4.215,3.515,3.689,4.014,3.879,3.973,NA,4.904,5.665,3.86,2.289,5.134,5.369,4.244,6.035,3.934,6.656,5.213,3.718,6.995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,3.934,4.507,2.595,3.515,4.149,4.205,2.279,2.796,5.521,5.324,3.548,2.38,1.868,1.761,NA,NA,1.345,1.498,3.746,NA,2.674,2.649,4.357,3.974,4.567,4.666,NA,5.08,4.274,2.423,1.419,2.688,3.078,4.758,3.754,3.102,4.996,4.623,3.156,6.111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,3.263,2.935,2.177,2.822,3.741,3.483,2.835,2.542,4.183,3.886,2.965,2.105,3.462,4.391,NA,NA,1.442,1.666,4.498,NA,2.959,2.63,3.859,3.915,4.618,3.959,NA,5.496,3.743,1.811,1.599,2.738,4.306,3.804,2.828,2.562,3.859,3.597,2.741,5.083,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,1.706,1.423,1.413,1.829,2.519,1.841,2.432,1.636,2.235,1.541,1.977,1.185,3.862,4.831,NA,NA,0.899,0.844,4.579,4.644,1.621,1.692,3.012,3.055,4.373,3.556,NA,5,2.451,1.03,1.126,1.507,2.76,2.213,1.911,1.419,2.45,1.816,2.087,1.952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,3.697,3.388,2.467,3.62,3.882,3.772,2.472,2.066,5.305,3.734,3.325,2.234,2.821,4.399,NA,NA,1.048,1.639,5.138,5.294,2.749,2.133,4.173,4.885,3.723,3.784,NA,6.574,3.729,1.79,2.233,1.804,3.411,3.48,4.013,2.869,4.872,2.203,4.578,3.736,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,4.687,4.189,3.122,4.407,3.948,3.343,3.472,2.376,8.654,5.364,3.511,2.312,5.505,6.919,NA,NA,1.816,2.473,5.768,6.528,4.12,3.632,4.227,5.145,5.336,4.604,NA,8.04,7.47,2.277,3.04,1.851,5.49,5.537,5.16,3.101,4.946,2.559,4.43,3.475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,3.363,3.873,4.067,5.444,3.536,4.085,2.69,2.181,11.821,6.065,4.223,2.86,5.125,6.169,NA,NA,1.852,2.674,5.804,5.685,3.51,3.118,3.878,6.865,4.76,4.279,NA,8.645,6.546,2.65,6.004,2.2,5.552,5.797,3.754,2.997,4.427,2.181,5.443,4.145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,1.003,1.158,2.081,2.588,1.098,1.256,1.116,1.023,4.741,1.096,1.34,0.927,4.147,5.623,NA,NA,0.716,0.951,3.351,3.998,1.323,0.959,0.99,1.84,3.022,2.795,3.312,4.513,1.647,0.561,1.875,0.699,2.064,2.16,1.194,0.725,1.426,0.704,1.414,1.399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.362,0.359,0.633,1.21,0.318,0.415,0.188,0.327,1.466,0.471,0.581,0.385,2.425,3.309,NA,NA,0.226,0.382,1.485,2.016,2.903,0.269,0.455,0.738,1.73,1.532,2.191,2.545,0.533,0.291,0.744,0.15,0.919,0.895,0.295,0.251,0.441,0.173,0.419,0.475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,4.74,4.845,2.554,4.951,4.096,3.068,1.236,2.194,9.498,3.773,2.763,1.801,6.953,7.872,NA,NA,1.303,1.508,6.51,6.982,1.758,2.931,4.32,5.395,4.943,5.352,6.368,7.006,6.434,3.276,6.072,2.161,4.933,4.902,3.828,2.975,4.372,2.132,5.749,4.894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,3.26,3.459,1.997,3.198,2.099,2.761,1.678,1.859,6.651,2.584,1.791,0.922,3.965,5.667,NA,NA,0.755,1.05,4.262,5.653,2.533,1.868,2.88,4.718,2.686,2.979,4.662,3.999,4.67,2.078,3.349,1.872,2.801,2.487,2.306,1.779,3.712,1.244,2.54,2.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,3.302,2.894,3.133,3.243,3.397,4.249,2.18,3.419,8.574,4.528,2.772,1.554,5.767,7.312,NA,NA,1.399,1.849,5.743,9.459,1.526,2.067,4.578,5.565,5.51,5.954,8.79,9.321,4.501,3.023,2.947,2.031,5.925,5.952,3.732,3.092,6.834,2.166,3.626,2.981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.943,0.866,1.886,2.143,1.921,2.219,1.847,1.736,3.36,1.941,1.554,1.087,4.474,4.965,NA,NA,0.83,0.947,4.372,7.543,3.596,1.645,1.966,2.025,4.185,3.726,5.978,7.01,1.393,1.016,1.437,1.236,2.936,2.513,1.983,1.403,4.701,1.102,1.473,1.371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,4.581,2.298,3.21,6.069,3.804,4.372,2.891,4.706,5.846,3.864,3.115,2.19,5.833,8.219,NA,NA,2.109,1.365,8.024,9.647,4.548,3.172,4.922,4.82,5.05,4.599,9.072,7.383,6.141,3.332,3.824,2.005,7.25,6.168,3.718,4.208,7.527,2.929,3.08,2.302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,6.118,4.915,5.554,5.883,5.562,6.04,4.202,5.678,9.341,8.575,4.554,2.669,10.688,8.307,3.688,NA,3.081,2.545,8.496,11.018,2.552,4.313,5.801,6.318,7.223,7.914,10.037,9.144,7.392,3.517,7.501,3.194,7.62,8.606,5.523,5.184,6.701,4.4,3.886,3.644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1984,1.568,1.31,2.542,3.215,2.374,3.267,3.602,4.591,4.738,5.304,2.208,1.635,5.383,5.004,2.515,2.011,1.461,1.154,4.769,8.071,1.876,2.734,2.522,3.635,5.062,5.416,7.225,6.569,4.3,1.811,4.221,2.172,3.505,5.266,2.315,2.654,2.761,2.187,2.896,2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.115,0.981,1.53,2.06,1.38,2.083,3.213,3.848,1.992,2.349,1.396,1.325,5.749,3.744,1.959,2.349,1.172,0.992,3.636,6.174,2.449,2.695,2.237,2.177,3.907,4.605,5.553,4.58,4.03,1.58,2.041,1.264,2.702,3.408,1.358,1.689,2.124,1.209,1.821,1.678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,2.599,2.03,2.403,2.263,1.942,3.081,3.06,4.376,2.525,2.892,1.776,1.586,6.747,6.428,3.712,3.229,1.809,0.918,6.014,6.994,1.247,2.746,2.956,2.587,4.129,4.625,6.71,6.222,6.472,2.364,3.298,1.793,4.766,4.944,3.721,3.489,2.539,1.617,2.075,2.228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,1.09,1.002,1.127,1.409,0.833,1.647,1.845,2.105,1.119,1.349,0.65,0.62,3.301,3.661,1.913,1.799,0.6,0.644,4.261,4.752,1.421,1.62,1.633,1.658,2.488,3.188,4.57,6.023,2.236,1.101,1.194,1.076,1.998,2.361,1.236,1.425,1.446,0.744,0.598,0.988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.62,0.567,1.451,1.422,0.585,1.712,2.291,2.429,0.543,0.901,1.005,1.043,3.092,3.38,2.349,2.154,0.739,0.717,5.174,6.054,1.266,1.737,1.106,1.137,2.22,2.631,3.772,7.15,2.016,0.924,0.964,1.174,2.879,2.4,0.802,1.157,2.088,0.8,0.715,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.834,0.901,1.221,1.519,0.389,0.743,1.855,1.696,0.489,0.862,0.682,0.713,3.134,3.931,2.338,1.966,0.49,0.405,2.913,3.126,1.56,1.549,1.007,0.923,2.157,1.82,3.883,5.604,1.455,0.6,0.6,0.806,1.528,1.609,1.018,1.008,1.343,0.731,0.751,0.764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,1.216,1.132,1.867,2.439,0.654,1.453,2.184,2.454,0.873,1.398,1.03,1.023,5.163,6.177,2.214,2.063,1.08,1.069,3.809,3.862,1.276,2.431,1.614,1.905,3.573,3.496,5.708,8.091,2.485,1.397,0.674,0.923,3.031,2.968,1.827,1.04,2.286,0.806,0.816,0.972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,1.425,0.701,1.7,1.694,0.675,0.956,1.514,1.33,0.516,0.941,0.929,0.794,3.421,3.933,2.821,2.043,0.669,0.65,3.133,2.81,1.856,1.347,1.538,1.671,3.062,2.656,4.532,6.305,2.965,0.855,0.924,1.018,3.097,2.701,1.946,1.415,1.684,0.67,0.769,0.772,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
