age_CE,93007A_raw,93012A_raw,93024A_raw,93026A_raw,93191A_raw,93191B_raw,93192A_raw,93192B_raw,93193A_raw,93193B_raw,93194A_raw,93194B_raw,93195A_raw,93195B_raw,93196A_raw,93196B_raw,93197A_raw,93197B_raw,93198A_raw,93198B_raw,93199A_raw,93199B_raw,93200A_raw,93200B_raw,95232A_raw,95232B_raw,95233A_raw,95234A_raw,95234B_raw,95235A_raw,95238A_raw,95239A_raw,95239B_raw,95240A_raw,95240B_raw,95241A_raw,95242A_raw,95242B_raw,95243A_raw,95244A_raw,95244B_raw,95245A_raw,95246A_raw,96625A_raw,96626A_raw,96626B_raw,96627A_raw,96628A_raw,96629A_raw,96629B_raw,990011_raw,990031_raw,990100_raw,990110_raw,990121_raw,990131_raw,990141_raw,990151_raw,990161_raw,990181_raw,990191_raw,990201_raw,990211_raw,990549_raw,990552_raw,MC0001_raw,MC0002_raw,MC0011_raw,MC0012_raw,MC0021_raw,MC0022_raw,MC0031_raw,MC0032_raw,MC0041_raw,MC0042_raw,MC0051_raw,MC0052_raw,MC0061_raw,MC0062_raw,MC0071_raw,MC0072_raw,MC0081_raw,MC0082_raw,MC0091_raw,MC0092_raw,MC0101_raw,MC0102_raw,MC0112_raw,MC0121_raw,MC0122_raw,MC0141_raw,MC0142_raw,MS0001_raw,MS0004_raw,MS0005_raw,MS0007_raw,MS0008_raw,MS0010_raw,MS0012_raw,MS0014_raw,MS0015_raw,MS0016_raw,MS0017_raw,MS0018_raw,MS0019_raw,MS0020_raw,MS0021_raw,MS0023_raw,MS0024_raw,MS0025_raw,MS0026_raw,MS0027_raw,MS0028_raw,MS0029_raw,MS0030_raw,MS0031_raw,MS0032_raw,MS0033_raw,MS0034_raw,MS0035_raw,MS0036_raw,MS0037_raw,93007A_raw_outlier_flag,93012A_raw_outlier_flag,93024A_raw_outlier_flag,93026A_raw_outlier_flag,93191A_raw_outlier_flag,93191B_raw_outlier_flag,93192A_raw_outlier_flag,93192B_raw_outlier_flag,93193A_raw_outlier_flag,93193B_raw_outlier_flag,93194A_raw_outlier_flag,93194B_raw_outlier_flag,93195A_raw_outlier_flag,93195B_raw_outlier_flag,93196A_raw_outlier_flag,93196B_raw_outlier_flag,93197A_raw_outlier_flag,93197B_raw_outlier_flag,93198A_raw_outlier_flag,93198B_raw_outlier_flag,93199A_raw_outlier_flag,93199B_raw_outlier_flag,93200A_raw_outlier_flag,93200B_raw_outlier_flag,95232A_raw_outlier_flag,95232B_raw_outlier_flag,95233A_raw_outlier_flag,95234A_raw_outlier_flag,95234B_raw_outlier_flag,95235A_raw_outlier_flag,95238A_raw_outlier_flag,95239A_raw_outlier_flag,95239B_raw_outlier_flag,95240A_raw_outlier_flag,95240B_raw_outlier_flag,95241A_raw_outlier_flag,95242A_raw_outlier_flag,95242B_raw_outlier_flag,95243A_raw_outlier_flag,95244A_raw_outlier_flag,95244B_raw_outlier_flag,95245A_raw_outlier_flag,95246A_raw_outlier_flag,96625A_raw_outlier_flag,96626A_raw_outlier_flag,96626B_raw_outlier_flag,96627A_raw_outlier_flag,96628A_raw_outlier_flag,96629A_raw_outlier_flag,96629B_raw_outlier_flag,990011_raw_outlier_flag,990031_raw_outlier_flag,990100_raw_outlier_flag,990110_raw_outlier_flag,990121_raw_outlier_flag,990131_raw_outlier_flag,990141_raw_outlier_flag,990151_raw_outlier_flag,990161_raw_outlier_flag,990181_raw_outlier_flag,990191_raw_outlier_flag,990201_raw_outlier_flag,990211_raw_outlier_flag,990549_raw_outlier_flag,990552_raw_outlier_flag,MC0001_raw_outlier_flag,MC0002_raw_outlier_flag,MC0011_raw_outlier_flag,MC0012_raw_outlier_flag,MC0021_raw_outlier_flag,MC0022_raw_outlier_flag,MC0031_raw_outlier_flag,MC0032_raw_outlier_flag,MC0041_raw_outlier_flag,MC0042_raw_outlier_flag,MC0051_raw_outlier_flag,MC0052_raw_outlier_flag,MC0061_raw_outlier_flag,MC0062_raw_outlier_flag,MC0071_raw_outlier_flag,MC0072_raw_outlier_flag,MC0081_raw_outlier_flag,MC0082_raw_outlier_flag,MC0091_raw_outlier_flag,MC0092_raw_outlier_flag,MC0101_raw_outlier_flag,MC0102_raw_outlier_flag,MC0112_raw_outlier_flag,MC0121_raw_outlier_flag,MC0122_raw_outlier_flag,MC0141_raw_outlier_flag,MC0142_raw_outlier_flag,MS0001_raw_outlier_flag,MS0004_raw_outlier_flag,MS0005_raw_outlier_flag,MS0007_raw_outlier_flag,MS0008_raw_outlier_flag,MS0010_raw_outlier_flag,MS0012_raw_outlier_flag,MS0014_raw_outlier_flag,MS0015_raw_outlier_flag,MS0016_raw_outlier_flag,MS0017_raw_outlier_flag,MS0018_raw_outlier_flag,MS0019_raw_outlier_flag,MS0020_raw_outlier_flag,MS0021_raw_outlier_flag,MS0023_raw_outlier_flag,MS0024_raw_outlier_flag,MS0025_raw_outlier_flag,MS0026_raw_outlier_flag,MS0027_raw_outlier_flag,MS0028_raw_outlier_flag,MS0029_raw_outlier_flag,MS0030_raw_outlier_flag,MS0031_raw_outlier_flag,MS0032_raw_outlier_flag,MS0033_raw_outlier_flag,MS0034_raw_outlier_flag,MS0035_raw_outlier_flag,MS0036_raw_outlier_flag,MS0037_raw_outlier_flag
1880,0.09,0.16,0.17,0.17,0.17,0.22,0.07,0.23,0.12,0.25,0.13,0.28,0.16,0.05,0.12,0.1,0.24,0.14,0.13,0.12,0.09,0.28,0.11,0.09,0.13,0.16,0.26,0.09,0.14,0.25,0.16,0.3,0.09,0.23,0.08,0.15,0.19,0.24,0.05,0.16,0.12,0.14,0.45,0.16,NA,0.31,0.07,0.18,NA,0.33,0.41,0.18,0.26,NA,0.38,0.25,0.28,0.24,0.16,0.18,0.16,0.17,0.16,0.21,0.09,0.11,0.14,0.19,0.2,0.04,0.06,0.3,0.22,0.21,0.1,0.13,0.09,0.25,0.24,0.24,0.16,0.12,0.19,0.27,0.21,0.2,0.21,0.3,0.2,NA,0.16,0.23,0.14,NA,0.28,0.25,0.08,0.15,0.16,0.17,0.32,NA,0.17,0.19,0.16,0.13,0.13,0.05,0.15,0.26,0.1,0.09,0.22,0.08,0.27,0.03,0.09,NA,0.09,0.16,0.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
1881,0.05,0.14,0.16,0.12,0.2,0.27,0.1,0.25,0.09,0.35,0.19,0.27,0.14,0.11,0.15,0.15,0.22,0.18,0.21,0.09,0.11,0.25,0.08,0.11,0.24,0.16,0.2,0.1,0.09,0.16,0.2,0.3,0.14,0.21,0.21,0.12,0.28,0.3,0.02,0.04,0.11,0.14,0.59,0.16,NA,0.31,0.12,0.13,NA,0.23,0.4,0.22,0.27,NA,0.48,0.24,0.22,0.32,0.23,0.09,0.17,0.17,0.19,0.23,0.09,0.14,0.16,0.09,0.2,0.05,0.07,0.31,0.25,0.18,0.12,0.16,0.1,0.2,0.3,0.21,0.18,0.04,0.18,0.24,0.13,0.21,0.19,0.29,0.18,NA,0.18,0.13,0.1,NA,0.12,0.14,0.12,0.13,0.08,0.12,0.35,NA,0.07,0.14,0.16,0.22,0.13,0.09,0.36,0.44,0.07,0.09,0.27,0.17,0.17,NA,0.08,NA,0.11,0.23,0.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1882,0.15,0.15,0.18,0.13,0.2,0.25,0.1,0.29,0.17,0.34,0.2,0.35,0.19,0.1,0.15,0.1,0.31,0.18,0.19,0.08,0.12,0.28,0.22,0.16,0.21,0.18,0.34,0.06,0.09,0.18,0.26,0.43,0.19,0.14,0.21,0.14,0.23,0.2,0.1,0.18,0.15,0.2,0.62,0.18,NA,0.31,0.09,0.17,NA,0.33,0.43,0.21,0.23,NA,0.47,0.18,0.31,0.29,0.19,0.12,0.17,0.2,0.13,0.22,0.1,0.17,0.17,0.12,0.2,0.13,0.09,0.31,0.25,0.23,0.12,0.16,0.13,0.26,0.33,0.23,0.18,0.12,0.17,0.28,0.22,0.21,0.31,0.37,0.16,NA,0.23,0.28,0.15,NA,0.22,0.22,0.11,0.17,0.08,0.13,0.37,NA,0.1,0.14,0.19,0.19,0.12,0.14,0.15,0.33,0.09,0.12,0.29,0.12,0.24,NA,0.21,NA,0.11,0.25,0.24,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1883,0.13,0.13,0.21,0.09,0.24,0.3,0.05,0.24,0.14,0.32,0.15,0.31,0.18,0.11,0.14,0.14,0.26,0.15,0.16,0.11,0.13,0.27,0.19,0.15,0.17,0.2,0.31,0.11,0.14,0.14,0.24,0.35,0.16,0.15,0.11,0.13,0.27,0.33,0.08,0.22,0.16,0.15,0.59,0.19,NA,0.33,0.07,0.16,NA,0.27,0.35,0.13,0.28,NA,0.47,0.15,0.23,0.25,0.19,0.14,0.12,0.13,0.15,0.18,0.06,0.14,0.17,0.11,0.16,0.14,0.1,0.3,0.24,0.23,0.09,0.13,0.12,0.21,0.34,0.17,0.17,0.14,0.13,0.33,0.12,0.25,0.29,0.45,0.13,NA,0.15,0.24,0.16,NA,0.2,0.2,0.11,0.13,0.09,0.12,0.43,NA,0.13,0.11,0.19,0.17,0.08,0.2,0.16,0.32,0.1,0.12,0.22,0.1,0.16,NA,0.13,NA,0.07,0.11,0.21,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1884,0.15,0.12,0.18,0.17,0.14,0.21,0.06,0.18,0.09,0.3,0.08,0.26,0.17,0.05,0.06,0.17,0.26,0.11,0.19,0.11,0.1,0.3,0.17,0.1,0.18,0.13,0.21,0.08,0.06,0.15,0.18,0.38,0.1,0.08,0.12,0.09,0.27,0.23,0.08,0.11,0.11,0.11,0.54,0.13,NA,0.27,0.05,0.13,NA,0.21,0.28,0.17,0.32,NA,0.42,0.08,0.3,0.25,0.16,0.13,0.15,0.05,0.13,0.15,0.11,0.17,0.14,0.14,0.16,0.05,0.06,0.27,0.24,0.22,0.06,0.15,0.12,0.2,0.3,0.2,0.13,0.11,0.13,0.35,0.16,0.2,0.25,0.39,0.13,NA,0.21,0.23,0.16,NA,0.18,0.13,0.13,0.09,0.06,0.04,0.26,NA,0.05,0.11,0.12,0.12,0.16,0.08,0.08,0.18,0.04,0.13,0.17,0.07,0.17,NA,0.11,NA,0.09,0.16,0.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1885,0.23,0.2,0.25,0.21,0.25,0.34,0.13,0.26,0.23,0.33,0.19,0.31,0.18,0.11,0.14,0.11,0.36,0.24,0.46,0.17,0.14,0.29,0.29,0.12,0.24,0.21,0.3,0.14,0.18,0.25,0.25,0.32,0.21,0.17,0.13,0.17,0.41,0.38,0.12,0.2,0.2,0.22,0.46,0.19,NA,0.3,0.11,0.25,NA,0.37,0.31,0.29,0.37,NA,0.51,0.17,0.36,0.3,0.28,0.14,0.25,0.14,0.15,0.2,0.09,0.18,0.19,0.19,0.21,0.14,0.05,0.35,0.24,0.28,0.12,0.23,0.16,0.27,0.36,0.27,0.21,0.16,0.19,0.38,0.21,0.26,0.32,0.4,0.22,NA,0.22,0.24,0.17,NA,0.21,0.2,0.16,0.18,0.07,0.11,0.25,NA,0.12,0.15,0.15,0.17,0.19,0.15,0.2,0.28,0.05,0.07,0.4,0.14,0.23,NA,0.2,NA,0.06,0.14,0.29,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1886,0.26,0.15,0.23,0.15,0.28,0.29,0.08,0.25,0.18,0.34,0.28,0.31,0.18,0.04,0.21,0.15,0.42,0.28,0.3,0.26,0.14,0.28,0.22,0.14,0.23,0.15,0.32,0.13,0.16,0.26,0.22,0.39,0.15,0.11,0.16,0.12,0.33,0.28,0.1,0.14,0.14,0.17,0.69,0.15,NA,0.37,0.11,0.2,NA,0.28,0.38,0.27,0.38,NA,0.43,0.26,0.23,0.27,0.29,0.11,0.26,0.15,0.19,0.2,0.1,0.18,0.27,0.19,0.16,0.12,0.13,0.42,0.28,0.23,0.11,0.24,0.15,0.29,0.3,0.22,0.2,0.17,0.15,0.41,0.19,0.23,0.32,0.42,0.17,NA,0.21,0.28,0.19,NA,0.32,0.21,0.14,0.2,0.06,0.13,0.22,NA,0.17,0.17,0.16,0.21,0.17,0.17,0.1,0.2,0.06,0.2,0.41,0.15,0.2,NA,0.1,NA,0.15,0.24,0.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1887,0.35,0.31,0.3,0.21,0.24,0.32,0.06,0.31,0.13,0.32,0.25,0.33,0.16,0.14,0.14,0.15,0.4,0.27,0.2,0.13,0.2,0.37,0.22,0.15,0.24,0.15,0.24,0.13,0.23,0.19,0.35,0.47,0.17,0.21,0.14,0.18,0.32,0.34,0.12,0.18,0.17,0.17,0.65,0.15,NA,0.38,0.1,0.18,NA,0.23,0.35,0.26,0.38,NA,0.43,0.31,0.28,0.34,0.24,0.13,0.26,0.06,0.2,0.22,0.12,0.2,0.24,0.19,0.15,0.11,0.12,0.31,0.29,0.3,0.17,0.22,0.18,0.19,0.34,0.25,0.2,0.19,0.25,0.47,0.24,0.31,0.37,0.46,0.27,NA,0.25,0.25,0.23,NA,0.34,0.26,0.12,0.2,0.1,0.16,0.26,NA,0.04,0.22,0.15,0.11,0.22,0.22,0.12,0.28,0.1,0.14,0.35,0.24,0.36,NA,0.09,NA,0.11,0.1,0.13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1888,0.27,0.27,0.28,0.25,0.24,0.35,0.09,0.23,0.22,0.31,0.25,0.43,0.15,0.11,0.26,0.11,0.42,0.24,0.39,0.2,0.18,0.37,0.26,0.13,0.2,0.21,0.39,0.12,0.16,0.24,0.28,0.34,0.15,0.18,0.12,0.13,0.36,0.36,0.1,0.14,0.19,0.2,0.64,0.15,NA,0.44,0.15,0.13,NA,0.32,0.39,0.32,0.4,NA,0.33,0.29,0.35,0.35,0.29,0.11,0.33,0.13,0.19,0.25,0.12,0.26,0.25,0.15,0.14,0.12,0.1,0.36,0.35,0.32,0.19,0.23,0.17,0.19,0.34,0.25,0.22,0.18,0.2,0.46,0.25,0.32,0.36,0.5,0.26,NA,0.23,0.36,0.23,NA,0.31,0.2,0.23,0.13,0.18,0.17,0.36,NA,0.11,0.24,0.14,0.11,0.06,0.16,0.11,0.22,0.06,0.21,0.28,0.29,0.29,NA,0.1,NA,0.11,0.24,0.28,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
1889,0.36,0.2,0.31,0.16,0.22,0.27,0.09,0.26,0.11,0.32,0.22,0.26,0.14,0.07,0.26,0.29,0.37,0.22,0.41,0.2,0.15,0.27,0.24,0.13,0.23,0.22,0.33,0.13,0.26,0.24,0.26,0.29,0.14,0.16,0.17,0.13,0.2,0.18,0.07,0.17,0.19,0.16,0.52,0.18,NA,0.4,0.17,0.11,NA,0.24,0.4,0.27,0.35,NA,0.37,0.34,0.36,0.31,0.26,0.19,0.24,0.1,0.18,0.24,0.12,0.21,0.22,0.24,0.16,0.1,0.12,0.27,0.27,0.24,0.13,0.18,0.17,0.22,0.33,0.21,0.22,0.22,0.2,0.43,0.2,0.28,0.33,0.43,0.24,NA,0.2,0.22,0.17,NA,0.28,0.18,0.08,0.16,0.1,0.14,0.21,NA,0.1,0.14,0.12,0.09,0.06,0.06,0.1,0.22,0.07,0.13,0.23,0.19,0.1,NA,0.09,NA,0.22,0.14,0.17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA
